Date,Open,High,Low,Close,Volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2020-10-01 06:50:00,10817.29,10820.59,10811.72,10814.65,110.109261,1601535299999,1191037.57505326,1558,39.65609,428958.22269839,0
2020-10-01 06:55:00,10814.51,10826.34,10814.51,10821.29,136.056111,1601535599999,1472065.89014255,1809,73.865407,799191.35513868,0
2020-10-01 07:00:00,10821.29,10833.3,10818.98,10832.63,107.019255,1601535899999,1158770.47092657,1890,60.390446,653877.16449163,0
2020-10-01 07:05:00,10832.62,10835.81,10825.71,10827.99,97.597619,1601536199999,1057122.08844048,1485,26.03547,281988.36571005,0
2020-10-01 07:10:00,10828.0,10831.12,10824.22,10824.46,55.211704,1601536499999,597818.03063104,1029,19.063654,206418.013901,0
2020-10-01 07:15:00,10824.46,10830.94,10824.46,10829.83,60.36789,1601536799999,653722.30246252,1136,33.340332,361026.59044375,0
2020-10-01 07:20:00,10829.82,10830.09,10820.29,10823.51,112.404957,1601537099999,1217015.87985184,1389,51.458906,557174.54981735,0
2020-10-01 07:25:00,10823.51,10839.92,10820.05,10828.08,126.785244,1601537399999,1373183.03804142,1752,88.522934,958717.24224359,0
2020-10-01 07:30:00,10828.08,10829.76,10805.26,10810.53,113.470852,1601537699999,1227235.61466678,2083,52.659217,569538.33397154,0
2020-10-01 07:35:00,10810.53,10811.53,10807.15,10811.38,66.676589,1601537999999,720740.02602135,1087,19.855813,214626.09711773,0
2020-10-01 07:40:00,10811.38,10816.28,10799.7,10808.6,138.013235,1601538299999,1491900.68554756,1492,53.378253,577065.05508622,0
2020-10-01 07:45:00,10808.59,10821.21,10805.99,10821.12,79.201369,1601538599999,856475.62905495,1793,43.653993,472108.83003831,0
2020-10-01 07:50:00,10821.11,10822.65,10816.33,10822.48,76.892129,1601538899999,832006.970301,1464,40.678231,440149.76650283,0
2020-10-01 07:55:00,10822.47,10827.29,10818.22,10824.75,135.521681,1601539199999,1466662.95703823,1587,72.550482,785138.79160515,0
2020-10-01 08:00:00,10824.75,10900.0,10811.52,10836.82,1935.381087,1601539499999,21025926.00007548,14346,1276.33552,13871225.12331387,0
2020-10-01 08:05:00,10836.81,10854.7,10835.51,10852.62,262.022157,1601539799999,2841441.30334481,2685,115.835459,1256180.7418428,0
2020-10-01 08:10:00,10852.61,10858.88,10845.28,10850.8,343.302033,1601540099999,3726062.07774993,2993,144.406242,1567259.41008369,0
2020-10-01 08:15:00,10850.8,10875.52,10850.8,10871.73,267.900595,1601540399999,2911671.51191823,3498,106.661914,1159105.40753491,0
2020-10-01 08:20:00,10871.73,10875.43,10861.76,10868.64,226.13009,1601540699999,2457929.8584205,2722,82.353163,895151.51177192,0
2020-10-01 08:25:00,10868.64,10920.0,10865.12,10894.03,740.952135,1601540999999,8076751.55387269,5622,575.013966,6269026.65104416,0
2020-10-01 08:30:00,10894.03,10918.16,10876.68,10881.92,351.743086,1601541299999,3831624.3963368,4750,153.533161,1672482.62853845,0
2020-10-01 08:35:00,10881.93,10897.82,10881.93,10893.76,251.623573,1601541599999,2740597.58910686,2406,107.988579,1176191.79145804,0
2020-10-01 08:40:00,10893.5,10902.9,10866.47,10895.43,481.861209,1601541899999,5249034.56600003,3409,156.023997,1700011.74395197,0
2020-10-01 08:45:00,10895.43,10897.74,10887.46,10891.38,123.414992,1601542199999,1344234.41556068,1866,54.001032,588174.28678114,0
2020-10-01 08:50:00,10891.38,10892.26,10880.85,10884.25,82.403778,1601542499999,897171.2119956,1823,32.916541,358364.57163846,0
2020-10-01 08:55:00,10884.25,10884.8,10871.55,10872.35,130.618355,1601542799999,1420673.61804749,1797,61.530392,669222.82304566,0
2020-10-01 09:00:00,10872.36,10885.0,10872.36,10879.09,198.504964,1601543099999,2159711.16386748,2561,85.617154,931497.21293093,0
2020-10-01 09:05:00,10879.05,10887.9,10874.13,10878.58,211.024085,1601543399999,2295886.69983677,3207,90.388687,983448.75131564,0
2020-10-01 09:10:00,10878.57,10889.11,10872.16,10883.45,313.741745,1601543699999,3414255.80598292,4148,161.681396,1759527.19338711,0
2020-10-01 09:15:00,10883.45,10885.3,10879.91,10884.07,115.777242,1601543999999,1260004.20417971,1668,35.547771,386860.80320581,0
2020-10-01 09:20:00,10884.07,10884.68,10874.0,10876.68,132.915023,1601544299999,1445867.38145856,2173,52.662689,572828.195998,0
2020-10-01 09:25:00,10876.69,10884.67,10876.67,10884.65,122.489532,1601544599999,1332861.83128297,1661,55.810696,607300.57629126,0
2020-10-01 09:30:00,10884.65,10894.97,10884.64,10894.55,111.091264,1601544899999,1209713.47989776,1727,65.283078,710879.48741705,0
2020-10-01 09:35:00,10894.54,10897.23,10888.56,10889.74,139.16483,1601545199999,1515968.52872476,1917,56.691633,617603.56178879,0
2020-10-01 09:40:00,10889.74,10895.94,10889.15,10895.47,119.255637,1601545499999,1298982.94090436,1724,66.413758,723422.9663052,0
2020-10-01 09:45:00,10895.47,10902.78,10891.2,10902.66,143.888097,1601545799999,1568068.49153513,1525,82.241303,896290.22759262,0
2020-10-01 09:50:00,10902.66,10903.01,10884.59,10885.61,165.593271,1601546099999,1803843.47117633,2251,60.443056,658324.22308247,0
2020-10-01 09:55:00,10885.62,10896.78,10885.61,10896.77,106.297696,1601546399999,1157666.0925055,1694,58.071971,632480.30716327,0
2020-10-01 10:00:00,10896.78,10912.83,10885.0,10885.0,239.509032,1601546699999,2610716.43949266,2834,91.062974,992812.57106264,0
2020-10-01 10:05:00,10885.0,10886.67,10871.66,10877.87,165.076734,1601546999999,1796139.91362193,2396,56.441406,614088.16804272,0
2020-10-01 10:10:00,10877.87,10881.85,10874.0,10874.0,129.468831,1601547299999,1408334.64709909,1669,38.015984,413546.20523967,0
2020-10-01 10:15:00,10874.0,10877.21,10870.0,10873.94,127.054596,1601547599999,1381521.94325889,1964,48.23209,524460.73836023,0
2020-10-01 10:20:00,10873.93,10873.94,10853.05,10858.65,227.867302,1601547899999,2475102.42949273,2795,81.687836,887278.86755843,0
2020-10-01 10:25:00,10858.65,10868.74,10854.99,10855.13,191.299692,1601548199999,2077826.95532184,1918,85.067759,923874.86380392,0
2020-10-01 10:30:00,10855.13,10865.0,10842.16,10858.58,196.263062,1601548499999,2130579.67297576,2292,70.887128,769482.56588147,0
2020-10-01 10:35:00,10858.47,10867.01,10857.57,10861.86,106.23233,1601548799999,1153992.14171165,1385,66.598481,723443.84168459,0
2020-10-01 10:40:00,10861.86,10866.85,10856.99,10863.59,97.040407,1601549099999,1054062.78908238,1484,31.670051,343991.35577361,0
2020-10-01 10:45:00,10863.6,10868.49,10860.15,10862.33,84.768019,1601549399999,920900.8364142,1453,28.947782,314478.89475174,0
2020-10-01 10:50:00,10862.33,10862.33,10853.48,10857.7,94.334772,1601549699999,1024213.71397319,1171,45.581935,494868.79948666,0
2020-10-01 10:55:00,10857.79,10873.0,10857.78,10865.97,195.933775,1601549999999,2129421.73937237,2200,70.166153,762526.53376471,0
2020-10-01 11:00:00,10865.97,10866.58,10853.02,10857.82,135.657507,1601550299999,1473449.1075008,1749,34.667794,376464.84449164,0
2020-10-01 11:05:00,10857.81,10874.77,10857.81,10873.86,123.690991,1601550599999,1344340.34228536,1552,65.164529,708152.96649644,0
2020-10-01 11:10:00,10873.86,10875.91,10869.46,10874.04,125.676212,1601550899999,1366485.12725494,1582,37.383961,406454.01641338,0
2020-10-01 11:15:00,10874.03,10878.26,10867.38,10876.29,131.771153,1601551199999,1432723.35977213,1611,47.134647,512507.26303611,0
2020-10-01 11:20:00,10876.29,10876.49,10866.06,10869.65,137.590866,1601551499999,1495743.22877547,1434,55.622876,604665.47548072,0
2020-10-01 11:25:00,10869.64,10869.65,10861.99,10866.1,86.374488,1601551799999,938538.20490361,1079,36.700227,398729.01664829,0
2020-10-01 11:30:00,10866.1,10878.71,10861.8,10874.55,120.063694,1601552099999,1305246.48874591,2144,62.682402,681461.13164225,0
2020-10-01 11:35:00,10874.55,10900.07,10873.2,10886.94,399.470816,1601552399999,4349934.67646192,3484,192.303597,2093722.96022829,0
2020-10-01 11:40:00,10886.94,10900.0,10879.31,10886.56,184.967403,1601552699999,2013738.07364194,2297,109.142633,1188246.3997359,0
2020-10-01 11:45:00,10886.57,10892.57,10881.07,10892.23,119.791862,1601552999999,1304078.19373139,2003,41.828725,455390.06487822,0
2020-10-01 11:50:00,10892.23,10895.69,10885.07,10893.77,111.429679,1601553299999,1213616.62921154,1697,54.608209,594742.78810783,0
2020-10-01 11:55:00,10893.77,10904.33,10888.91,10903.16,118.750764,1601553599999,1293708.6463058,2226,66.832661,728126.17972949,0
2020-10-01 12:00:00,10903.16,10908.23,10882.24,10882.57,295.703233,1601553899999,3221527.80215218,3330,96.483919,1051225.01846288,0
2020-10-01 12:05:00,10882.47,10886.39,10873.27,10873.73,116.001615,1601554199999,1262101.25371736,1785,34.780257,378396.66098729,0
2020-10-01 12:10:00,10873.73,10875.96,10865.8,10870.0,125.38865,1601554499999,1363166.99415065,2042,64.589544,702186.55806448,0
2020-10-01 12:15:00,10870.0,10871.79,10860.37,10868.59,128.603207,1601554799999,1397567.54430981,1964,37.52513,407744.08915277,0
2020-10-01 12:20:00,10868.59,10873.47,10860.25,10871.96,107.824454,1601555099999,1171686.43627453,2140,49.953736,542880.86087178,0
2020-10-01 12:25:00,10871.96,10874.84,10868.74,10872.43,70.266432,1601555399999,763978.00415451,1552,34.942963,379927.39865869,0
2020-10-01 12:30:00,10872.43,10882.68,10872.43,10882.68,135.742,1601555699999,1476596.66556673,2096,75.343142,819584.91475156,0
2020-10-01 12:35:00,10882.68,10894.89,10881.29,10884.18,219.033733,1601555999999,2384985.91163344,2518,95.996116,1045192.29593758,0
2020-10-01 12:40:00,10884.18,10898.99,10884.18,10888.27,182.685464,1601556299999,1989886.18014288,1957,67.26702,732640.51201546,0
2020-10-01 12:45:00,10888.27,10891.27,10884.96,10890.13,127.706148,1601556599999,1390491.29921538,1700,39.664745,431884.988015,0
2020-10-01 12:50:00,10890.13,10892.79,10879.9,10881.94,129.251198,1601556899999,1407257.74444791,1543,37.04067,403356.92481461,0
2020-10-01 12:55:00,10881.94,10890.88,10879.29,10885.96,131.347546,1601557199999,1429771.82227419,1601,52.994312,576817.46227018,0
2020-10-01 13:00:00,10885.96,10889.77,10879.3,10886.64,151.207871,1601557499999,1645859.42116445,2326,66.979412,729052.40840225,0
2020-10-01 13:05:00,10886.64,10886.65,10870.14,10873.87,200.915085,1601557799999,2185497.84059996,2213,92.672565,1008192.79222992,0
2020-10-01 13:10:00,10873.87,10878.69,10870.0,10875.5,111.900763,1601558099999,1216774.10891258,1271,57.339939,623492.91877557,0
2020-10-01 13:15:00,10875.5,10876.34,10865.49,10869.6,109.400971,1601558399999,1189484.25557348,1769,30.323846,329676.1384768,0
2020-10-01 13:20:00,10869.61,10871.17,10863.13,10868.98,109.278751,1601558699999,1187623.63425847,1580,36.267712,394174.13356907,0
2020-10-01 13:25:00,10868.99,10869.12,10865.0,10866.99,91.009394,1601558999999,989004.34258362,1747,37.090485,403066.44371033,0
2020-10-01 13:30:00,10866.99,10889.24,10862.54,10884.09,198.829996,1601559299999,2162731.25197823,3145,128.022669,1392535.36788367,0
2020-10-01 13:35:00,10884.09,10895.63,10877.28,10877.41,192.503133,1601559599999,2095676.97311641,2238,76.703847,835040.62066661,0
2020-10-01 13:40:00,10877.41,10886.05,10873.1,10873.76,140.858132,1601559899999,1532360.84361925,2219,55.615679,605037.89704545,0
2020-10-01 13:45:00,10873.76,10877.01,10853.02,10865.06,193.945081,1601560199999,2106939.74443664,2778,83.234665,904184.43654235,0
2020-10-01 13:50:00,10865.05,10865.05,10846.0,10850.01,292.716139,1601560499999,3177003.01338691,3501,158.804557,1723638.47727352,0
2020-10-01 13:55:00,10850.22,10861.85,10850.0,10860.0,247.927897,1601560799999,2692271.3208728,2631,88.540199,961421.6515299,0
2020-10-01 14:00:00,10860.01,10864.99,10843.38,10844.66,673.859874,1601561099999,7317087.80807315,4093,82.282765,893216.38584016,0
2020-10-01 14:05:00,10844.65,10850.01,10835.1,10845.08,212.32139,1601561399999,2302126.90497896,3147,101.063079,1095668.77014286,0
2020-10-01 14:10:00,10845.08,10847.16,10831.16,10841.82,168.176495,1601561699999,1822728.29693862,2511,72.822187,789178.63622278,0
2020-10-01 14:15:00,10841.81,10853.6,10835.01,10848.62,208.944643,1601561999999,2265621.61269685,3205,104.391369,1132030.52088086,0
2020-10-01 14:20:00,10848.62,10859.57,10845.64,10851.0,160.152923,1601562299999,1738028.21667661,2403,79.614421,863901.7563639,0
2020-10-01 14:25:00,10851.0,10851.0,10837.66,10842.65,164.245538,1601562599999,1780836.19024477,2429,47.238528,512108.46207347,0
2020-10-01 14:30:00,10842.65,10858.08,10842.65,10857.22,141.768052,1601562899999,1538438.93205428,2275,57.899895,628302.9873088,0
2020-10-01 14:35:00,10857.22,10859.62,10853.11,10858.54,161.899522,1601563199999,1757626.50596386,2388,48.251086,523818.00900362,0
2020-10-01 14:40:00,10858.54,10863.81,10856.9,10860.39,90.714101,1601563499999,985182.07366855,1766,41.448422,450147.88085748,0
2020-10-01 14:45:00,10860.4,10863.36,10852.71,10856.24,116.448685,1601563799999,1264429.27009851,1964,43.882878,476438.28672761,0
2020-10-01 14:50:00,10856.25,10861.71,10850.0,10857.99,173.910105,1601564099999,1888153.11997944,2294,75.175887,816172.5203805,0
2020-10-01 14:55:00,10858.0,10862.41,10848.44,10857.98,164.582799,1601564399999,1786636.89577607,1984,68.513698,743762.02828845,0
2020-10-01 15:00:00,10857.98,10871.41,10848.1,10869.53,227.943246,1601564699999,2474909.82123066,2429,126.62801,1374757.78849193,0
2020-10-01 15:05:00,10869.53,10869.53,10858.09,10861.98,190.224629,1601564999999,2066742.80532176,2300,78.172524,849344.70078357,0
2020-10-01 15:10:00,10861.98,10864.98,10850.0,10862.91,112.630314,1601565299999,1222648.68000082,1962,50.417182,547283.17538056,0
2020-10-01 15:15:00,10862.9,10877.49,10862.58,10870.41,214.264973,1601565599999,2329204.73168736,2541,94.953948,1032106.11325291,0
2020-10-01 15:20:00,10870.4,10880.67,10869.59,10874.92,151.957277,1601565899999,1652370.8862428,2392,66.287405,720802.19187717,0
2020-10-01 15:25:00,10874.92,10880.45,10870.65,10875.96,108.353443,1601566199999,1178402.57184356,1551,62.812684,683131.66560952,0
2020-10-01 15:30:00,10875.96,10881.49,10869.59,10879.73,127.982089,1601566499999,1392016.24240357,2199,72.695079,790734.97047941,0
2020-10-01 15:35:00,10879.72,10883.66,10876.39,10876.87,95.453732,1601566799999,1038414.94725586,1843,27.287598,296848.46625024,0
2020-10-01 15:40:00,10876.87,10879.64,10869.01,10872.22,137.045714,1601567099999,1490433.28328401,1576,71.010922,772299.25496987,0
2020-10-01 15:45:00,10872.23,10872.23,10818.88,10825.55,413.979173,1601567399999,4490529.42450646,3887,163.091875,1768689.27419643,0
2020-10-01 15:50:00,10825.55,10831.28,10723.0,10755.23,1340.788474,1601567699999,14429873.26052334,14476,579.290893,6232500.68562297,0
2020-10-01 15:55:00,10755.23,10763.12,10712.0,10716.23,832.358058,1601567999999,8934289.39778826,10444,350.11382,3757708.14289808,0
2020-10-01 16:00:00,10716.23,10716.23,10645.0,10655.9,1459.783772,1601568299999,15598400.3742228,15009,538.02521,5750650.49488882,0
2020-10-01 16:05:00,10655.89,10686.45,10621.0,10683.12,1195.215587,1601568599999,12733996.54275813,13428,640.292934,6822820.96301019,0
2020-10-01 16:10:00,10683.04,10688.48,10628.53,10629.94,899.361568,1601568899999,9584788.32595313,9790,452.600528,4823767.38760928,0
2020-10-01 16:15:00,10629.87,10630.0,10518.17,10546.0,2232.713863,1601569199999,23601457.0177428,22049,895.384638,9462289.15291717,0
2020-10-01 16:20:00,10543.57,10567.32,10515.0,10564.16,1191.878202,1601569499999,12563950.77954669,13141,609.405688,6423383.3845123,0
2020-10-01 16:25:00,10564.55,10595.99,10558.95,10570.68,736.535582,1601569799999,7792165.76481236,8894,390.621917,4132310.77480259,0
2020-10-01 16:30:00,10570.67,10596.4,10542.84,10573.77,600.942152,1601570099999,6353209.45163876,9080,290.266768,3068961.85154416,0
2020-10-01 16:35:00,10573.78,10573.78,10539.66,10561.84,564.045911,1601570399999,5955056.92358792,8200,249.80366,2637367.55277227,0
2020-10-01 16:40:00,10561.83,10562.0,10464.06,10472.85,1303.288058,1601570699999,13689004.83444652,14899,520.46481,5467112.24585851,0
